1.1330640316			0.0			0.0

1.22992300987			0.0			0.0

1.32809591293			0.0			0.0

1.53403282166			0.0			0.0

1.77208995819			2.0			2.0

2.03771495819			183.0			138.0

2.28921985626			576.0			517.0

2.54305791855			1094.0			1031.0

2.78785705566			1605.0			1543.0

3.04241299629			2124.0			2067.0

3.28168702126			2631.0			2576.0

3.53871893883			3152.0			3091.0

3.78872585297			3665.0			3601.0

4.04418992996			4191.0			4122.0

4.300137043			4690.0			4624.0

4.54646801949			5199.0			5133.0

4.80264091492			5717.0			5648.0

5.05022883415			6223.0			6155.0

5.30110096931			6750.0			6680.0

5.55447983742			7249.0			7185.0

5.80771994591			7777.0			7710.0

6.05654501915			8284.0			8212.0

6.31382083893			8811.0			8741.0

6.55439686775			9319.0			9246.0

6.81895399094			9832.0			9767.0

7.07433390617			10337.0			10272.0

7.32289791107			10861.0			10792.0

7.56914782524			11378.0			11312.0

7.82298183441			11900.0			11830.0

8.07187891006			12399.0			12338.0

8.32106685638			12908.0			12844.0

8.57042098045			13439.0			13369.0

8.82373690605			13955.0			13888.0

9.07368803024			14474.0			14406.0

9.32698202133			14833.0			14971.0

9.5763130188			14427.0			15608.0

9.84031605721			13833.0			16247.0

10.0911309719			13284.0			16840.0

10.333698988			12902.0			17350.0

10.585449934			13231.0			17707.0

10.8350448608			13747.0			18182.0

11.0967788696			14303.0			18710.0

11.335698843			14869.0			19190.0

11.5915658474			15418.0			19705.0

11.8433640003			15928.0			20204.0

12.1040768623			16447.0			20719.0

12.3441109657			16962.0			21238.0

12.6068398952			17481.0			21757.0

12.8470659256			17988.0			22269.0

13.1131138802			18500.0			22774.0

13.3528368473			19025.0			23299.0

13.6141388416			19539.0			23817.0

13.8525350094			20061.0			24342.0

14.1275279522			20566.0			24852.0

14.3632080555			21087.0			25367.0

14.6129579544			21593.0			25872.0

14.8670649529			22116.0			26400.0

15.1270568371			22620.0			26907.0

15.3728308678			22984.0			27498.0

15.6257548332			22557.0			28135.0

15.8835029602			21995.0			28763.0

16.1219608784			21415.0			29378.0

16.3917529583			20867.0			29969.0

16.6323800087			20301.0			30546.0

16.8945059776			19896.0			31064.0

17.1323690414			20231.0			31410.0

17.4092948437			20751.0			31902.0

17.6808068752			21256.0			32409.0

17.9175839424			21760.0			32902.0

18.1400918961			22300.0			33423.0

18.3900408745			22862.0			33915.0

18.6435120106			23424.0			34410.0

18.8924379349			23933.0			34912.0

19.1616959572			24453.0			35427.0

19.391741991			24961.0			35934.0

19.6637990475			25476.0			36453.0

19.8960938454			25976.0			36956.0

20.1513559818			26501.0			37487.0

20.4019389153			27001.0			37983.0

20.6566939354			27524.0			38505.0

20.9075410366			28023.0			39008.0

21.1626999378			28530.0			39516.0

21.4140169621			29060.0			40045.0
21.6701889038			29559.0			40540.0

21.9339809418			30085.0			41065.0

22.1613960266			30581.0			41565.0

22.4380428791			31086.0			42073.0

22.6573629379			31610.0			42595.0

22.9139418602			32111.0			43089.0

23.1669018269			32615.0			43593.0

23.4171609879			33123.0			44104.0

23.6654469967			33619.0			44604.0

23.9234888554			34140.0			45122.0

24.1699800491			34639.0			45616.0

24.4234769344			35163.0			46139.0

24.6807479858			35657.0			46635.0

24.9246718884			36160.0			47145.0

25.1803150177			36691.0			47674.0

25.4279739857			37056.0			48237.0

25.6816649437			36672.0			48857.0

25.9838159084			36105.0			49469.0

26.2522909641			35567.0			50049.0

26.4272789955			35017.0			50626.0

26.6845040321			34597.0			51152.0

26.9416258335			34871.0			51487.0

27.1823709011			35399.0			51981.0

27.4451239109			35911.0			52483.0

27.6898100376			36423.0			52976.0

27.9294960499			36955.0			53488.0

28.1938920021			37515.0			53970.0

28.4346208572			38051.0			54451.0

28.6974828243			38571.0			54957.0

28.9374148846			39076.0			55450.0

29.1960730553			39593.0			55972.0

29.4350709915			40090.0			56474.0

29.6960909367			40593.0			56982.0

29.9386229515			41113.0			57500.0

30.2010538578			41615.0			57990.0

30.4405620098			42113.0			58494.0

30.6975769997			42629.0			59013.0

30.949985981			43133.0			59524.0

31.2059149742			43650.0			60036.0

31.4500579834			44159.0			60532.0
