3.55426597595			251704.0			222975.0			0.0			0.0
3.75444817543			0.0			0.0			-0.25			0.0
3.95758414268			0.0			0.0			-0.25			0.0
4.15754508972			2.0			2.0			-0.25			0.0
4.35911798477			37.0			50.0			-0.25			0.0
4.57200598717			321.0			330.0			-0.25			0.0
4.82431006432			755.0			765.0			-0.25			0.0
5.07800102234			1228.0			1234.0			-0.25			0.0
5.32840204239			1695.0			1703.0			-0.25			0.0
5.58137512207			2155.0			2168.0			-0.25			0.0
5.83326101303			2634.0			2652.0			-0.25			0.0
6.08486509323			3082.0			3099.0			-0.25			0.0
6.33897805214			3540.0			3559.0			-0.25			0.0
6.5825510025			4025.0			4044.0			-0.25			0.0
6.837195158			4494.0			4513.0			-0.25			0.0
7.09429311752			4961.0			4981.0			-0.25			0.0
7.34289097786			5422.0			5446.0			-0.25			0.0
7.58630609512			5877.0			5908.0			-0.25			0.0
7.84420514107			6362.0			6393.0			-0.25			0.0
8.08829712868			6837.0			6869.0			-0.25			0.0
8.34786915779			7308.0			7340.0			-0.25			0.0
8.5948381424			7777.0			7815.0			-0.25			0.0
8.84713602066			8232.0			8271.0			-0.25			0.0
9.10324716568			8714.0			8751.0			-0.25			0.0
9.35572314262			9185.0			9223.0			-0.25			0.0
9.59359908104			9651.0			9692.0			-0.25			0.0
9.8487830162			10125.0			10171.0			-0.25			0.0
10.1054451466			10574.0			10619.0			-0.25			0.0
10.353126049			11036.0			11083.0			-0.25			0.0
10.6041841507			11522.0			11569.0			-0.25			0.0
10.8582839966			11989.0			12039.0			-0.25			0.0
11.101252079			12456.0			12509.0			-0.25			0.0
11.3633010387			12919.0			12978.0			-0.25			0.0
11.6072471142			13372.0			13435.0			-0.25			0.0
11.8599970341			13856.0			13917.0			-0.25			0.0
12.1037180424			14331.0			14390.0			-0.25			0.0
12.3583881855			14800.0			14862.0			-0.25			0.0
12.6014502048			15270.0			15339.0			-0.25			0.0
12.855836153			15728.0			15797.0			-0.25			0.0
13.1140151024			16198.0			16264.0			-0.25			0.0
13.3582150936			16690.0			16756.0			-0.25			0.0
13.6140971184			17161.0			17229.0			-0.25			0.0
13.8658921719			17635.0			17709.0			-0.25			0.0
14.1242830753			18092.0			18163.0			-0.25			0.0
14.3741550446			18566.0			18638.0			-0.25			0.0
14.6249220371			19036.0			19109.0			-0.25			0.0
14.8723301888			19522.0			19596.0			-0.25			0.0
15.1296081543			19986.0			20064.0			-0.25			0.0
15.3760721684			20453.0			20532.0			-0.25			0.0
15.6319701672			20905.0			20987.0			-0.25			0.0
15.8736979961			21386.0			21468.0			-0.25			0.0
16.1366519928			21858.0			21937.0			-0.25			0.0
16.3842170238			22328.0			22406.0			-0.25			0.0
16.6323821545			22792.0			22875.0			-0.25			0.0
16.8919901848			23244.0			23324.0			-0.25			0.0
17.1397030354			23726.0			23803.0			-0.25			0.0
17.4098880291			24200.0			24272.0			-0.25			0.0
17.6427090168			24682.0			24756.0			-0.25			0.0
17.8911089897			25132.0			25212.0			-0.25			0.0
18.1388940811			25588.0			25664.0			-0.25			0.0
18.4050011635			25916.0			26212.0			0.0			-0.5
18.6464781761			25578.0			26884.0			0.0			-0.5
18.9137461185			25042.0			27326.0			0.0			-0.5
19.1475391388			24469.0			27781.0			0.0			-0.5
19.4170081615			23937.0			28273.0			-0.25			0.0
20.7776401043			25952.0			30418.0			-0.25			0.0
20.9775509834			26418.0			30881.0			-0.25			0.0
21.1658391953			26903.0			31364.0			-0.25			0.0
21.4159450531			27374.0			31836.0			-0.25			0.0
21.6663081646			27830.0			32307.0			-0.25			0.0
21.9164381027			28304.0			32782.0			-0.25			0.0
22.174913168			28769.0			33242.0			-0.25			0.0
22.424446106			29123.0			33824.0			0.0			-0.5
22.6783540249			28800.0			34555.0			0.0			-0.5
22.9396569729			28129.0			35228.0			0.0			-0.5
23.1896011829			27461.0			35855.0			0.0			-0.5
23.4326701164			26783.0			36516.0			0.0			-0.5
23.6892871857			26220.0			37106.0			-0.25			0.0
23.9380571842			26340.0			37423.0			-0.25			0.0
24.1811201572			26811.0			37827.0			-0.25			0.0
24.434207201			27302.0			38308.0			-0.25			0.0
24.6899280548			27768.0			38778.0			-0.25			0.0
24.9536950588			28234.0			39246.0			-0.25			0.0
25.1952240467			28720.0			39735.0			-0.25			0.0
25.4425079823			29191.0			40206.0			-0.25			0.0
25.6940500736			29674.0			40688.0			-0.25			0.0
25.9458551407			30131.0			41150.0			-0.25			0.0
26.1988279819			30612.0			41630.0			-0.25			0.0
26.4668340683			31078.0			42102.0			-0.25			0.0
26.7029700279			31562.0			42593.0			-0.25			0.0
26.9514980316			32031.0			43061.0			-0.25			0.0
27.2051320076			32513.0			43542.0			-0.25			0.0
27.4627821445			32938.0			43994.0			-0.25			0.0
27.7088069916			33270.0			44402.0			-0.25			0.0
27.9643981457			33598.0			44795.0			-0.25			0.0
28.205725193			33980.0			45198.0			-0.25			0.0
28.4634530544			34446.0			45650.0			-0.25			0.0
28.7118601799			34909.0			46114.0			-0.25			0.0
28.9799640179			35388.0			46598.0			-0.25			0.0
29.2171499729			35852.0			47071.0			-0.25			0.0
29.4848721027			36340.0			47565.0			-0.25			0.0
29.7234110832			36819.0			48038.0			-0.25			0.0
29.980615139			37304.0			48520.0			-0.25			0.0
30.6159880161			38245.0			49471.0			-0.25			0.0
30.7331900597			38718.0			49948.0			0.0			0.5
30.9876852036			39384.0			50092.0			0.0			0.5
31.2360889912			40034.0			49588.0			0.0			0.5
31.4868280888			40674.0			48924.0			0.0			0.5
31.7448241711			41220.0			48402.0			-0.25			0.0
31.987071991			41525.0			48553.0			-0.25			0.0
